Name,Phone,Rating,Website
CNE Electrical,+1 978-921-5267,4.9,https://www.google.com/maps/place/CNE+Electrical/data=!4m7!3m6!1s0x89e316a210639e33:0xd14577558007da5b!8m2!3d42.5507716!4d-70.9996163!16s%2Fg%2F1v29d0mj!19sChIJM55jEKIW44kRW9oHgFV3RdE?authuser=0&hl=en&rclk=1
DMH Electric Inc.,+1 978-422-0400,4.8,https://www.google.com/maps/place/DMH+Electric+Inc./data=!4m7!3m6!1s0x89e3efc0d645e4b5:0x4b4356c447e61f4c!8m2!3d42.4738602!4d-71.7431809!16s%2Fg%2F1xgrnz0p!19sChIJteRF1sDv44kRTB_mR8RWQ0s?authuser=0&hl=en&rclk=1
Pagliccia Electrical Services LLC,+1 978-995-4164,,https://www.google.com/maps/place/Pagliccia+Electrical+Services+LLC/data=!4m7!3m6!1s0x243373b41551bcf7:0x64c40ae99447d533!8m2!3d42.7267559!4d-71.2249164!16s%2Fg%2F11xzkkns5w!19sChIJ97xRFbRzMyQRM9VHlOkKxGQ?authuser=0&hl=en&rclk=1
Harland Electric Inc,+1 978-486-8154,4.8,https://www.google.com/maps/place/Harland+Electric+Inc/data=!4m7!3m6!1s0x89e396a17c6d8d3b:0x4a57f76e842f3e8f!8m2!3d42.491468!4d-71.4085455!16s%2Fg%2F1w2y_g6t!19sChIJO41tfKGW44kRjz4vhG73V0o?authuser=0&hl=en&rclk=1
Homeland Electric LLC,+1 978-810-6890,5.0,https://www.google.com/maps/place/Homeland+Electric+LLC/data=!4m7!3m6!1s0x8e79d711ac27e877:0xb703210ab8b0f4bc!8m2!3d42.5416244!4d-70.974818!16s%2Fg%2F11tsmfk442!19sChIJd-gnrBHXeY4RvPSwuAohA7c?authuser=0&hl=en&rclk=1
Nicholas Theriault Licensed Electrician,+1 603-759-5125,5.0,https://www.google.com/maps/place/Nicholas+Theriault+Licensed+Electrician/data=!4m7!3m6!1s0x89e3b9078cdecd6f:0x8a501803f177e3c8!8m2!3d42.6676659!4d-71.572849!16s%2Fg%2F11vwjz0nxl!19sChIJb83ejAe544kRyON38QMYUIo?authuser=0&hl=en&rclk=1
O’Lynne Electric,+1 978-742-3400,5.0,https://www.google.com/maps/place/O%E2%80%99Lynne+Electric/data=!4m7!3m6!1s0x63cc7f97c2942c33:0x1ccc804caea5f46d!8m2!3d42.596843!4d-71.233172!16s%2Fg%2F11k9bq3vbz!19sChIJMyyUwpd_zGMRbfSlrkyAzBw?authuser=0&hl=en&rclk=1
Chea Electric,+1 978-726-0101,,https://www.google.com/maps/place/Chea+Electric/data=!4m7!3m6!1s0x89e3a5ac00fb30ad:0x52c40fda0ac93ba5!8m2!3d42.5755035!4d-71.6254369!16s%2Fg%2F11gly8bn3v!19sChIJrTD7AKyl44kRpTvJCtoPxFI?authuser=0&hl=en&rclk=1
Ace One Electrical,+1 781-650-9229,5.0,https://www.google.com/maps/place/Ace+One+Electrical/data=!4m7!3m6!1s0x89e37707a69c8535:0xeb94d033b3e395c!8m2!3d42.4156821!4d-71.1265384!16s%2Fg%2F11t_hxy6qm!19sChIJNYWcpgd344kRXDk-OwNNuQ4?authuser=0&hl=en&rclk=1
Maloy Electric,+1 339-203-2304,,https://www.google.com/maps/place/Maloy+Electric/data=!4m7!3m6!1s0x6f00d9dff0e5c891:0x1925202b32f92fd6!8m2!3d43.2464154!4d-71.6835355!16s%2Fg%2F11xd4smg5l!19sChIJkcjl8N_ZAG8R1i_5MisgJRk?authuser=0&hl=en&rclk=1
Roscoe Electrical Boston,+1 978-207-4637,4.9,https://www.google.com/maps/place/Roscoe+Electrical+Boston/data=!4m7!3m6!1s0x89e370869bdb88cf:0x5cd35eb20b7cf3f8!8m2!3d42.3581024!4d-71.0552794!16s%2Fg%2F11dzzltxc5!19sChIJz4jbm4Zw44kR-PN8C7Je01w?authuser=0&hl=en&rclk=1
JDO Electric,+1 617-438-5773,4.9,https://www.google.com/maps/place/JDO+Electric/data=!4m7!3m6!1s0x89e370d700000001:0xa683eb79ac897fc6!8m2!3d42.3840148!4d-71.0837984!16s%2Fg%2F1tflh70l!19sChIJAQAAANdw44kRxn-JrHnrg6Y?authuser=0&hl=en&rclk=1
Electric Improvements,+1 978-340-5641,5.0,https://www.google.com/maps/place/Electric+Improvements/data=!4m7!3m6!1s0x89e30356115d820f:0xb64ab9812a3ebae8!8m2!3d42.7642064!4d-71.0428965!16s%2Fg%2F11t2v7zr1b!19sChIJD4JdEVYD44kR6Lo-KoG5SrY?authuser=0&hl=en&rclk=1
One Stop Electrics,+1 978-942-6691,5.0,https://www.google.com/maps/place/One+Stop+Electrics/data=!4m7!3m6!1s0x89e3b17f4a0fbe17:0x8ab2a199922177df!8m2!3d42.7584537!4d-71.4525183!16s%2Fg%2F11rclbg4sj!19sChIJF74PSn-x44kR33chkpmhsoo?authuser=0&hl=en&rclk=1
Lambert Construction,+1 978-337-7281,5.0,https://www.google.com/maps/place/Lambert+Construction/data=!4m7!3m6!1s0x89e3a5ed34646147:0x546c73297b0716ad!8m2!3d42.66202!4d-71.3065523!16s%2Fg%2F11lq6vgmxz!19sChIJR2FkNO2l44kRrRYHeylzbFQ?authuser=0&hl=en&rclk=1
Wired Electrical Contractors,+1 508-667-9609,4.8,https://www.google.com/maps/place/Wired+Electrical+Contractors/data=!4m7!3m6!1s0x89e38b518b193833:0x8e40037640301d2a!8m2!3d42.347122!4d-71.553109!16s%2Fg%2F1hm2bszlj!19sChIJMzgZi1GL44kRKh0wQHYDQI4?authuser=0&hl=en&rclk=1
Amaury Castillo Electric Corp,+1 978-577-7264,5.0,https://www.google.com/maps/place/Amaury+Castillo+Electric+Corp/data=!4m7!3m6!1s0xe857376aca30ff1:0xeb7f6643a25e4a85!8m2!3d42.652821!4d-71.2023944!16s%2Fg%2F11l1hw_251!19sChIJ8Q-jrHZzhQ4RhUpeokNmf-s?authuser=0&hl=en&rclk=1
Louis Benson Electrician,+1 978-479-9156,5.0,https://www.google.com/maps/place/Louis+Benson+Electrician/data=!4m7!3m6!1s0x89e30e23860bafa5:0x1ee2023dcc6baecb!8m2!3d42.5950901!4d-71.0104637!16s%2Fg%2F11df4cz8cr!19sChIJpa8LhiMO44kRy65rzD0C4h4?authuser=0&hl=en&rclk=1
E/R Electric,+1 617-201-1622,5.0,https://www.google.com/maps/place/E%2FR+Electric/data=!4m7!3m6!1s0x89e370b9aeb4f86b:0x83d7ec68516d1399!8m2!3d42.3728041!4d-71.0829247!16s%2Fg%2F11g6q6nbvr!19sChIJa_i0rrlw44kRmRNtUWjs14M?authuser=0&hl=en&rclk=1
Cason's Equipment,+1 978-459-6852,4.5,https://www.google.com/maps/place/Cason%27s+Equipment/data=!4m7!3m6!1s0x89e3a40cff72b203:0xca21bef3422b7272!8m2!3d42.631685!4d-71.310067!16s%2Fg%2F1tkb63c8!19sChIJA7Jy_wyk44kRcnIrQvO-Ico?authuser=0&hl=en&rclk=1
TradeWork Home Services,+1 603-688-0597,5.0,https://www.google.com/maps/place/TradeWork+Home+Services/data=!4m7!3m6!1s0x89e3b91774724ba7:0x3545908ecf456b4e!8m2!3d42.724429!4d-71.4898706!16s%2Fg%2F11q23nkdt2!19sChIJp0tydBe544kRTmtFz46QRTU?authuser=0&hl=en&rclk=1
"Modern Electric, Inc.",+1 978-658-7200,5.0,"https://www.google.com/maps/place/Modern+Electric,+Inc./data=!4m7!3m6!1s0x89e30ae0b5228177:0xf728225abc17e43f!8m2!3d42.5587973!4d-71.1819879!16s%2Fg%2F11b6s3v92t!19sChIJd4EiteAK44kRP-QXvFoiKPc?authuser=0&hl=en&rclk=1"
Cristian D. Maldonado Licensed Electrican,+1 978-337-3273,,https://www.google.com/maps/place/Cristian+D.+Maldonado+Licensed+Electrican/data=!4m7!3m6!1s0x89e3a75ec01f045b:0xe75f86a24015b388!8m2!3d42.6667295!4d-71.2704625!16s%2Fg%2F11rb5zdby0!19sChIJWwQfwF6n44kRiLMVQKKGX-c?authuser=0&hl=en&rclk=1
James Holske Electrician,+1 617-756-9527,4.6,https://www.google.com/maps/place/James+Holske+Electrician/data=!4m7!3m6!1s0x89e3798873ae96a1:0x5de8dd6c8dd87a9d!8m2!3d42.3311107!4d-71.0991708!16s%2Fg%2F1tdrgcln!19sChIJoZauc4h544kRnXrYjWzd6F0?authuser=0&hl=en&rclk=1
Penney Electrical Corporation,+1 617-590-0558,5.0,https://www.google.com/maps/place/Penney+Electrical+Corporation/data=!4m7!3m6!1s0x89e373813e3b97db:0x841c6bebb9e972ad!8m2!3d42.4885541!4d-71.0931966!16s%2Fg%2F1tf0rmlf!19sChIJ25c7PoFz44kRrXLpuetrHIQ?authuser=0&hl=en&rclk=1
Brian Bradley Electrical Contractor,+1 978-212-8014,4.5,https://www.google.com/maps/place/Brian+Bradley+Electrical+Contractor/data=!4m7!3m6!1s0x89e38db6f7e52065:0xb71bb905de004a7b!8m2!3d42.3880684!4d-71.5487953!16s%2Fg%2F11bbwnql2w!19sChIJZSDl97aN44kRe0oA3gW5G7c?authuser=0&hl=en&rclk=1
R M Conway Electric,+1 508-651-3711,5.0,https://www.google.com/maps/place/R+M+Conway+Electric/data=!4m7!3m6!1s0x89e38652ab49fe55:0x241f2768e850719a!8m2!3d42.2870521!4d-71.3465957!16s%2Fg%2F1tp09466!19sChIJVf5Jq1KG44kRmnFQ6GgnHyQ?authuser=0&hl=en&rclk=1
Paul Macrina Electrical,+1 508-359-7954,4.9,https://www.google.com/maps/place/Paul+Macrina+Electrical/data=!4m7!3m6!1s0x89e4791001714a61:0x4a5e7f039e7d919b!8m2!3d42.196777!4d-71.32321!16s%2Fg%2F11b620912w!19sChIJYUpxARB55IkRm5F9ngN_Xko?authuser=0&hl=en&rclk=1
Cardoso Electrical Services,+1 781-246-7700,3.1,https://www.google.com/maps/place/Cardoso+Electrical+Services/data=!4m7!3m6!1s0x89e30cc4dae7b16b:0x5c5961d23d193a76!8m2!3d42.5171837!4d-71.0625947!16s%2Fg%2F1tdxrgj0!19sChIJa7Hn2sQM44kRdjoZPdJhWVw?authuser=0&hl=en&rclk=1
John Teheen Master Electrician LLC,+1 781-838-0963,4.7,https://www.google.com/maps/place/John+Teheen+Master+Electrician+LLC/data=!4m7!3m6!1s0x89e3149725ca31a5:0x9f83346b9b2401dc!8m2!3d42.5191523!4d-70.8948509!16s%2Fg%2F1hm1v4ff6!19sChIJpTHKJZcU44kR3AEkm2s0g58?authuser=0&hl=en&rclk=1
Steve Doe Electrician,+1 781-572-6022,,https://www.google.com/maps/place/Steve+Doe+Electrician/data=!4m7!3m6!1s0x282b7011eac8d1eb:0xc7ce2a6e3da7065f!8m2!3d42.446668!4d-71.459575!16s%2Fg%2F11vwgmfw70!19sChIJ69HI6hFwKygRXwanPW4qzsc?authuser=0&hl=en&rclk=1
"Cornerstone Services - Electrical, Plumbing, Heat/Cool, Handyman, Cleaning",+1 833-316-8145,4.8,"https://www.google.com/maps/place/Cornerstone+Services+-+Electrical,+Plumbing,+Heat%2FCool,+Handyman,+Cleaning/data=!4m7!3m6!1s0x89e3abc8844b8427:0x683d6c3aba279d9d!8m2!3d42.7525892!4d-71.2244198!16s%2Fg%2F1v62jp00!19sChIJJ4RLhMir44kRnZ0nujpsPWg?authuser=0&hl=en&rclk=1"
Jusczak Electric LLC,+1 603-635-4539,4.9,https://www.google.com/maps/place/Jusczak+Electric+LLC/data=!4m7!3m6!1s0x89e3af67558564ed:0x2c32be971ea14f7f!8m2!3d42.7058004!4d-71.31618!16s%2Fg%2F11gydqnxr9!19sChIJ7WSFVWev44kRf0-hHpe-Miw?authuser=0&hl=en&rclk=1
Richard A. Gibbons Electric,+1 978-805-8756,,https://www.google.com/maps/place/Richard+A.+Gibbons+Electric/data=!4m7!3m6!1s0x89e3a5cdb3b3bd31:0x81eba5c4865f7410!8m2!3d42.7160069!4d-71.3059694!16s%2Fg%2F1tj22kjs!19sChIJMb2zs82l44kREHRfhsSl64E?authuser=0&hl=en&rclk=1
